"id","est","fecha","altura","caudal","velocidad","superficie","metodo_aforo","observaciones"
"329","AN313","1991-08-29","0.05","0.006",NULL,NULL,"VERTEDERA",NULL
"330","AN441","1991-09-11","0.25","1.236","1.23","0.972","MOLINETE",NULL
"331","AN441","1991-09-18","0.24","1.228","1.22","0.985","MOLINETE",NULL
"332","AN441","1991-09-24","0.18","0.746","0.99","0.733","MOLINETE",NULL
"333","AN530","1991-09-25","-1","0.023","0.238","0.12","FLOTADOR",NULL
"334","AN520","1991-09-25","0.12","0.01",NULL,NULL,"VERTEDERA",NULL
"335","AN441","1991-09-27","0.28","1.588","1.42","1.092","MOLINETE",NULL
"336","25067999","1991-10-24","0","0.056","0.08","0.671","MOLINETE",NULL
"337","AN543","1991-11-07","0.35","0.19","0.24","0.777","MOLINETE",NULL
"338","AN441","1991-11-08","0.66","15.349",NULL,"15.969","TORNO","Suma de aforos parciales"
"339","AN520","1991-11-14","0.65","2.437","0.46","6.137","MOLINETE",NULL
"340","AN530","1991-11-14","0.46","1.968","0.54","3.641","MOLINETE",NULL
"341","AN532","1991-11-14","0.58","1.166","0.68","1.909","MOLINETE",NULL
"342","AN533","1991-11-14","0.33","1.94","0.26","7.548","MOLINETE",NULL
"343","AN540","1991-11-14","0.12","0.105","0.23","0.456","MOLINETE",NULL
"344","AN543","1991-11-14","0.32","0.115","0.22","0.512","MOLINETE",NULL
"345","AN441","1991-11-20","1.35","51.824",NULL,"48.91","MOLINETE",NULL
"346","AN533","1991-11-20","0.56","6.408","0.58","10.053","TORNO",NULL
"347","AN313","1991-11-21","2.05","62.463","2.25","26.412","TORNO",NULL
"348","AN314","1991-11-21","2.73","70.359","1.24","50.253","TORNO",NULL
"349","AN530","1991-11-22","0.52","3.542","0.75","4.412","MOLINETE",NULL
"350","AN543","1991-11-22","0.5","0.511","0.7","0.754","MOLINETE",NULL
"351","AN439","1991-11-22","1.16","24.894","1.53","16.246","TORNO",NULL
"352","AN540","1991-11-22","0.49","2.397","0.26","10.663","TORNO",NULL
"353","AN543","1991-12-12","0.07","0.178","0.22","0.883","MOLINETE",NULL
"354","AN543","1991-12-12","0.37","0.074","0.12","0.572","MOLINETE",NULL
"355","AN421","1992-01-14","0.28","0.206","0.3","0.844","MOLINETE",NULL
"356","AN941","1992-01-14","0.2","4.069","0.41","9.967","MOLINETE",NULL
"357","AN313","1992-01-16","0.59","1.267",NULL,NULL,"MOLINETE","DOBLE AFORO"
"358","AN314","1992-01-16","0.65","2.843",NULL,NULL,"MOLINETE","DOBLE AFORO"
"359","AN331","1992-01-16","0.18","0.113","0.94","0.118","MOLINETE",NULL
"360","23087006","1992-01-16","0.1","0.115","1.26","0.092","MOLINETE",NULL
"361","23092008","1992-01-16","0","0.055","0.29","0.2","MOLINETE",NULL
"362","AN520","1992-02-04","0.18","0.176","0.69","0.252","MOLINETE",NULL
"363","AN530","1992-02-04","0.14","0.157","0.57","0.269","MOLINETE",NULL
"364","25062064","1992-03-20","0","0.231","0.34","0.662","MOLINETE",NULL
"365","25068001","1992-03-20","0","0.123","1.31","0.092","MOLINETE",NULL
"366","AN520","1992-03-26","0.35","0.563","1.14","0.495","MOLINETE",NULL
"367","AN530","1992-03-26","0.2","0.283","0.76","0.366","MOLINETE",NULL
"368","AN532","1992-03-26","0.66","1.36","0.64","2.144","MOLINETE",NULL
"369","AN533","1992-03-26","0.28","1.091","0.15","6.893","MOLINETE",NULL
"370","AN314","1992-03-27","0.98","17.191","2.25","7.393","MOLINETE",NULL
"371","AN331","1992-03-27","0.59","3.457","1.64","2.098","MOLINETE",NULL
"372","AN540","1992-03-27","0.44","1.627","1.07","1.519","MOLINETE",NULL
"373","AN313","1992-03-27","1.04","15.249","2.02","7.668","TORNO",NULL
"374","23087006","1992-03-27","0.42","0.391","1","0.379","MOLINETE",NULL
"375","23092008","1992-03-27","0","0.033","0.2","0.174","MOLINETE",NULL
"376","AN433","1992-03-30","1.4","45.393","1.23","36.379","TORNO",NULL
"377","AN439","1992-03-30","1.54","34.243","1.51","23.207","TORNO",NULL
"378","AN941","1992-03-30","0.5","16.814","0.86","17.441","TORNO",NULL
"379","AN543","1992-03-31","0.58","0.876","1.03","0.829","MOLINETE",NULL
"380","AN530","1992-03-31","0.56","5","1.3","4.015","TORNO",NULL
"381","AN433","1992-04-09","4","191.798","1.63","56.839","TOR.EXTRAP",NULL
"382","AN421","1992-04-13","0.44","0.553","0.51","1.149","MOLINETE",NULL
"383","AN422","1992-04-13","0.56","0.99","0.58","1.776","MOLINETE",NULL
"384","25062064","1992-04-13","0","0.819","0.28","0.292","MOLINETE",NULL
"385","25066021","1992-04-13","0","0.191","0.43","0.441","MOLINETE",NULL
"386","25067999","1992-04-13","0","0.555","0.45","1.189","MOLINETE",NULL
"387","25068001","1992-04-13","0","0.349","1.44","0.246","MOLINETE",NULL
"388","25068005","1992-04-13","0","0.286","0.71","0.417","MOLINETE",NULL
"389","AN313","1992-04-14","0.88","8.092","1.42","5.814","MOLINETE",NULL
"390","AN314","1992-04-14","0.85","9.615","1.66","5.423","MOLINETE",NULL
"391","AN331","1992-04-14","0.38","0.846","0.8","1.012","MOLINETE",NULL
"392","AN322","1992-04-14","0.94","10.833","1.09","9.395","TORNO",NULL
"393","23087006","1992-04-14","0","0.535","0.81","0.632","MOLINETE",NULL
"394","23092008","1992-04-14","0","0.044","0.2","0.234","MOLINETE",NULL
"395","24083003","1992-04-14","0.6","11.359","1.59","6.791","MOLINETE",NULL
"396","AN4311","1992-04-15","0.22","3.068","0.61","4.802","MOLINETE",NULL
"397","AN434","1992-04-15","0.98","4.374","0.31","13.38","MOLINETE",NULL
"398","24064065","1992-04-15","0","0.101","0.26","0.474","MOLINETE",NULL
"399","24067036","1992-04-15","0","0.028","0.43","0.064","MOLINETE",NULL
"400","AN520","1992-05-08","0.3","0.463","1.09","0.425","MOLINETE",NULL
"401","AN530","1992-05-08","0.21","0.401","1.03","0.387","MOLINETE",NULL
"402","AN532","1992-05-08","0.54","0.496","0.37","1.314","MOLINETE",NULL
"403","AN533","1992-05-08","0.26","0.954","0.71","1.411","MOLINETE",NULL
"404","AN313","1992-05-20","0.67","2.388","0.37","7.071","MOLINETE",NULL
"405","AN314","1992-05-20","0.64","2.999","0.45","6.122","MOLINETE",NULL
"406","AN322","1992-05-20","0.5","1.999","0.48","4.163","MOLINETE",NULL
"407","AN331","1992-05-20","0.24","0.185","1.18","0.152","MOLINETE",NULL
"408","AN543","1992-05-20","0.29","0.027","0.09","0.271","MOLINETE",NULL
"409","AN4311","1992-05-29","0.08","0.718","0.31","2.047","MOLINETE",NULL
"410","AN433","1992-05-29","0.24","1.663","0.63","2.617","MOLINETE",NULL
"411","AN434","1992-05-29","0.71","0.201","0.05","4.356","MOLINETE",NULL
"412","AN421","1992-06-03","0.36","0.128","0.17","0.729","MOLINETE",NULL
"413","AN422","1992-06-03","0.4","0.223","0.21","1.092","MOLINETE",NULL
"414","AN540","1992-06-03","0.09","0.015","0.38","0.038","MOLINETE",NULL
"415","AN543","1992-06-03","0.3","0.01","0.07","0.153","MOLINETE",NULL
"416","AN941","1992-06-03","0.25","4.707","0.42","10.996","MOLINETE",NULL
"417","AN520","1992-06-11","0.53","1.121","0.44","2.877","MOLINETE",NULL
"418","AN530","1992-06-11","0.17","0.241","0.71","0.33","MOLINETE",NULL
"419","AN532","1992-06-11","0.58","0.777","0.4","1.827","MOLINETE",NULL
"420","AN533","1992-06-11","0.29","1.306","0.16","7.213","MOLINETE",NULL
"421","25062064","1992-06-18","0","0.337","0.41","0.805","MOLINETE",NULL
"422","25067999","1992-06-18","0","0.416","0.28","1.505","MOLINETE",NULL
"423","25068001","1992-06-18","0","0.189","1.08","0.179","MOLINETE",NULL
"424","25068005","1992-06-18","0","0.203","0.45","0.443","MOLINETE",NULL
"425","AN421","1992-06-24","0.48","0.64","0.59","1.175","MOLINETE",NULL
"426","AN422","1992-06-24","0.52","0.741","0.49","1.509","MOLINETE",NULL
"427","AN4311","1992-06-24","0.3","7.499","1.03","6.87","MOLINETE",NULL
"428","AN520","1992-06-24","0.7","4.085","1.39","2.984","MOLINETE",NULL
"429","AN530","1992-06-24","0.31","0.709","0.86","0.873","MOLINETE",NULL
"430","AN532","1992-06-24","0.75","1.972","0.9","2.189","MOLINETE",NULL
"431","AN533","1992-06-24","0.41","2.986","0.31","8.483","MOLINETE",NULL
"432","AN331","1992-06-25","0.33","0.478","0.48","0.993","MOLINETE",NULL
"433","AN313","1992-06-25","0.9","11.228","1.68","6.842","TORNO",NULL
"434","AN314","1992-06-25","0.86","13.635","1.84","7.268","TORNO",NULL
"435","AN540","1992-06-26","0.08","0.045","0.43","0.104","MOLINETE",NULL
"436","AN543","1992-06-26","0.3","0.016","0.07","0.227","MOLINETE",NULL
"437","AN4311","1992-07-27","0.09","0.841","0.42","1.943","MOLINETE",NULL
"438","AN433","1992-07-27","0.21","1.178","1.13","1.041","MOLINETE",NULL
"439","AN434","1992-07-27","0.72","0.405","0.13","4.032","MOLINETE",NULL
"440","AN439","1992-07-27","0.15","1.302","0.43","3.09","MOLINETE",NULL
"441","AN540","1992-07-27","0.06","0.015","0.36","0.042","MOLINETE",NULL
"442","AN530","1992-07-29","0.09","0.063",NULL,NULL,"FLOTADOR",NULL
"443","AN421","1992-07-29","0.33","0.076","0.19","0.378","MOLINETE",NULL
"444","AN422","1992-07-29","0.36","0.027","0.28","0.098","MOLINETE",NULL
"445","AN520","1992-07-29","0.18","0.143","0.58","0.243","MOLINETE",NULL
"446","AN532","1992-07-29","0.48","0.141","1.99","0.071","MOLINETE",NULL
"447","AN533","1992-07-29","0.18","0.482","1.09","0.442","MOLINETE",NULL
"448","AN941","1992-07-29","0.12","2.098","0.77","2.739","MOLINETE",NULL
"449","AN313","1992-07-30","0.48","0.764","1.54","0.949","MOLINETE",NULL
"450","AN314","1992-07-30","0.54","1.974","1.02","2.166","MOLINETE",NULL
"451","AN322","1992-07-30","0.42","0.773","0.28","3.255","MOLINETE",NULL
"452","AN331","1992-07-30","0.14","0.058","0.29","0.193","MOLINETE",NULL
"453","23087006","1992-07-30","0.15","0.15","1.01","0.147","MOLINETE",NULL
"454","23092008","1992-07-30","0","0.063","0.27","0.227","MOLINETE",NULL
"455","AN530","1992-08-27","0.08","0.051",NULL,NULL,"FLOTADOR",NULL
"456","AN520","1992-08-27","0.16","0.068",NULL,NULL,"VERTEDERA",NULL
"457","AN543","1992-08-27","0.2","0.1",NULL,NULL,"VERTEDERA","0.1 L/S"
"458","AN331","1992-08-28","0.07","0.032",NULL,NULL,"FLOTADOR",NULL
"459","AN313","1992-08-28","0.39","0.537","1.21","0.438","MOLINETE",NULL
"460","AN314","1992-08-28","0.5","1.517","0.46","3.125","MOLINETE",NULL
"461","AN530","1992-09-24","0.07","0.027",NULL,NULL,"FLOTADOR",NULL
"462","AN532","1992-09-24","0.13","0.054","0.89","0.06","MOLINETE",NULL
"463","AN533","1992-09-24","0.14","0.258","0.33","0.797","MOLINETE",NULL
"464","AN331","1992-09-25","0.07","0.026","0.365","0.3","FLOTADOR",NULL
"465","AN313","1992-09-25","0.41","0.631","1.31","0.475","MOLINETE",NULL
"466","AN314","1992-09-25","0.51","1.258","0.39","3.161","MOLINETE",NULL
"467","AN322","1992-09-25","0.37","0.383","0.17","2.276","MOLINETE",NULL
"468","AN520","1992-11-18","0.87","10.234","1.79","5.776","TORNO",NULL
"469","AN533","1992-11-18","0.725","12.252","0.77","14.112","TORNO",NULL
"470","AN313","1992-12-09","2.36","72.166","2.3","30.853","TORNO",NULL
"471","AN314","1992-12-09","3","83.573","1.53","53.953","TORNO",NULL
"472","AN331","1992-12-09","0.84","6.901","2.35","2.743","TORNO",NULL
"473","AN540","1992-12-09","1.05","19.225","1.14","16.331","TORNO",NULL
"474","AN439","1992-12-10","1.85","67.301","1.83","34.518","TORNO",NULL
"475","AN941","1992-12-10","0.6","21.821","0.96","21.579","TORNO",NULL
"476","AN520","1993-01-11","0.25","0.307","0.88","0.345","MOLINETE",NULL
"477","AN532","1993-01-11","0.2","0.168","1.77","0.095","MOLINETE",NULL
"478","AN533","1993-01-11","0.24","0.661","0.11","5.9","MOLINETE",NULL
"479","AN433","1993-01-12","0.32","2.916","1.21","2.418","MOLINETE",NULL
"480","AN434","1993-01-12","0.73","0.346","0.56","0.556","MOLINETE",NULL
"481","AN439","1993-01-12","0.3","2.021","0.66","2.976","MOLINETE",NULL
"482","AN530","1993-01-12","0.25","0.398","0.97","0.403","MOLINETE",NULL
"483","AN941","1993-01-12","0.1","3.325","0.85","3.942","MOLINETE",NULL
"484","AN313","1993-01-14","0.69","3.281","1.08","3.195","MOLINETE",NULL
"485","AN314","1993-01-14","0.68","4.984","0.73","6.464","MOLINETE",NULL
"486","AN322","1993-01-14","0.53","1.487","0.62","2.338","MOLINETE",NULL
"487","AN331","1993-01-14","0.3","0.339","0.31","0.987","MOLINETE",NULL
"488","AN540","1993-01-14","0.24","0.691","1.18","0.589","MOLINETE",NULL
"489","AN543","1993-01-14","0.31","0.04","0.16","0.235","MOLINETE","CAMBIO DE SECCION"
"490","25062064","1993-01-21","0","0.199","0.32","0.592","MOLINETE",NULL
"491","25067999","1993-01-21","0","0.093","0","0","VERTEDERA",NULL
"492","25068001","1993-01-21","0","0.086","1.23","0.07","MOLINETE",NULL
"493","25068005","1993-01-21","0","0.022","0.11","0.201","MOLINETE",NULL
"494","AN520","1993-02-11","0.18","0.162","0.63","0.255","MOLINETE",NULL
"495","AN530","1993-02-11","0.15","0.182","0.63","0.279","MOLINETE",NULL
"496","AN532","1993-02-11","0.09","0.094","1.56","0.06","MOLINETE",NULL
"497","AN533","1993-02-11","0.19","0.521","1.02","0.512","MOLINETE",NULL
"498","AN941","1993-02-11","0.1","2.195","0.75","2.892","MOLINETE",NULL
"499","AN313","1993-02-25","0.6","1.172","0.36","3.604","MOLINETE",NULL
"500","AN314","1993-02-25","0.62","2.61","0.38","6.412","MOLINETE",NULL
"501","AN322","1993-02-25","0.48","1.277","0.31","3.853","MOLINETE",NULL
"502","AN331","1993-02-25","0.25","0.163","0.72","0.224","MOLINETE",NULL
"503","23087006","1993-02-25","0.24","0.147","1.01","0.143","MOLINETE",NULL
"504","23092008","1993-02-25","0.33","0.085","0.32","0.254","MOLINETE",NULL
"505","AN434","1993-03-04","0.75","0.985","0.44","2.171","MOLINETE",NULL
"506","AN439","1993-03-04","0.65","7.801","0.82","9.513","MOLINETE",NULL
"507","AN540","1993-03-04","0.1","0.07","0.57","0.123","MOLINETE",NULL
"508","AN543","1993-03-05","0.29","0.038","0.33","0.129","MOLINETE",NULL
"509","AN941","1993-03-05","0.31","7.724","1.3","5.934","MOLINETE",NULL
"510","AN433","1993-03-05","0.7","15.998","0.64","23.669","TORNO",NULL
"511","AN520","1993-03-08","0.45","0.75","1.64","0.457","MOLINETE",NULL
"512","AN530","1993-03-08","0.16","0.197","0.62","0.306","MOLINETE",NULL
"513","AN532","1993-03-08","0.52","0.677","0.47","1.335","MOLINETE",NULL
"514","AN533","1993-03-08","0.28","1.435","1.16","1.214","MOLINETE",NULL
"515","25062064","1993-03-11","0","0.274","0.37","0.723","MOLINETE",NULL
"516","25066009","1993-03-11","0","0.048","0.42","0.117","MOLINETE",NULL
"517","25066021","1993-03-11","0","0.12","0.43","0.285","MOLINETE",NULL
"518","25067999","1993-03-11","0","0.28","0.72","0.373","MOLINETE",NULL
"519","25068001","1993-03-11","0","0.144","1.24","0.119","MOLINETE",NULL
"520","25068005","1993-03-11","0","0.127","0.78","0.166","MOLINETE",NULL
"521","AN313","1993-04-21","0.7","3.743","1.15","3.562","MOLINETE",NULL
"522","AN314","1993-04-21","0.69","5.132","1.18","4.691","MOLINETE",NULL
"523","AN322","1993-04-21","0.59","3.595","0.91","3.857","MOLINETE",NULL
"524","AN331","1993-04-21","0.23","0.179","0.88","0.203","MOLINETE",NULL
"525","23087006","1993-04-21","0.32","0.378","1.11","0.33","MOLINETE",NULL
"526","23092008","1993-04-21","0","0.118","0.51","0.236","MOLINETE",NULL
"527","AN520","1993-04-22","0.3","0.376","1.08","0.348","MOLINETE",NULL
"528","AN530","1993-04-22","0.15","0.166","0.59","0.264","MOLINETE",NULL
"529","AN532","1993-04-22","0.55","0.481","1.68","0.295","MOLINETE",NULL
"530","AN533","1993-04-22","0.25","0.982","1.16","0.855","MOLINETE",NULL
"531","25067999","1993-04-23","0","0.593","0.56","1.04","MOLINETE",NULL
"532","AN540","1993-04-27","0.38","1.583","1.23","1.286","MOLINETE",NULL
"533","AN543","1993-04-27","0.48","0.319","0.24","1.316","MOLINETE",NULL
"534","AN941","1993-04-28","0.3","7.291","1.21","5.916","MOLINETE",NULL
"535","25062064","1993-04-28","0","0.684","0.45","1.497","MOLINETE",NULL
"536","25066021","1993-04-28","0","0.252","0.49","0.51","MOLINETE",NULL
"537","25068001","1993-04-28","0","0.231","1.61","0.146","MOLINETE",NULL
"538","25068005","1993-04-28","0","0.217","0.65","0.309","MOLINETE",NULL
"539","AN322","1993-04-29","0.85","7.358","1.15","6.533","MOLINETE",NULL
"540","AN314","1993-04-29","0.9","14.474","1.7","7.617","TORNO",NULL
"541","AN439","1993-04-29","0.9","14.379","0.95","15.14","TORNO",NULL
"542","AN520","1993-05-26","1","13.013","1.91","6.854","MOLINETE",NULL
"543","AN530","1993-05-26","0.6","7.933","1.97","3.796","MOLINETE",NULL
"544","AN532","1993-05-26","0.84","2.81","1.81","1.525","MOLINETE",NULL
"545","AN533","1993-05-26","0.47","4.637","0.5","8.987","MOLINETE",NULL
"546","AN540","1993-05-26","0.55","3.552","1.23","2.651","MOLINETE",NULL
"547","AN543","1993-05-26","0.58","0.658","0.43","1.487","MOLINETE",NULL
"548","AN322","1993-05-27","1.05","9.495","1.38","7.045","MOLINETE",NULL
"549","AN331","1993-05-27","0.37","0.603","0.81","0.744","MOLINETE",NULL
"550","AN313","1993-05-27","1","14.382","2.08","7.102","TORNO",NULL
"551","AN314","1993-05-27","0.95","16.68","1.91","7.891","TORNO",NULL
"552","AN434","1993-05-28","0.84","1.166","1.14","0.976","MOLINETE",NULL
"553","AN439","1993-05-28","0.485","5.062","0.87","5.767","MOLINETE",NULL
"554","AN433","1993-05-28","0.63","12.338","0.56","21.89","TORNO",NULL
"555","AN941","1993-05-31","0.16","3.143","1.04","3.002","MOLINETE",NULL
"556","25062064","1993-05-31","0","0.254","0.35","0.705","MOLINETE",NULL
"557","25066009","1993-05-31","0","0.042","0.37","0.112","MOLINETE",NULL
"558","25066021","1993-05-31","0","0.047","0.2","0.281","MOLINETE",NULL
"559","25068001","1993-05-31","0","0.157","0.73","0.228","MOLINETE",NULL
"560","25068005","1993-05-31","0","0.071","0.28","0.306","MOLINETE",NULL
"561","25066036","1993-06-02","0","0.066","0.11","0.605","MOLINETE",NULL
"562","AN331","1993-06-24","0.185","0.134","0.79","0.163","MOLINETE",NULL
"563","AN520","1993-06-24","0.27","0.323","0.93","0.345","MOLINETE",NULL
"564","AN530","1993-06-24","0.2","0.308","0.74","0.402","MOLINETE",NULL
"565","AN532","1993-06-24","0.14","0.099","0.96","0.102","MOLINETE",NULL
"566","AN533","1993-06-24","0.2","0.35","0.52","0.704","MOLINETE",NULL
"567","AN540","1993-06-24","0.13","0.099","0.47","0.21","MOLINETE",NULL
"568","AN543","1993-06-24","0.29","0.022","0.08","0.244","MOLINETE",NULL
"569","AN530","1993-07-21","0.1","0.08","0.46","0.177","MOLINETE",NULL
"570","AN532","1993-07-21","0.2","0.074","0.85","0.087","MOLINETE",NULL
"571","AN533","1993-07-21","0.16","0.388","1.03","0.38","MOLINETE",NULL
"572","AN520","1993-07-21","0.15","0.067",NULL,NULL,"VERTEDERA",NULL
"573","AN433","1993-07-22","0.2","1.167","0.09","12.587","MOLINETE",NULL
"574","AN434","1993-07-22","0.75","0.18","0.49","0.365","MOLINETE",NULL
"575","AN439","1993-07-22","0.2","0.962","0.77","1.166","MOLINETE",NULL
"576","AN421","1993-08-03","0.275","0.072","0.15","0.559","MOLINETE",NULL
"577","AN941","1993-08-03","0.1","1.47","0.15","10.096","MOLINETE",NULL
"578","AN422","1993-08-03",NULL,"0.023",NULL,NULL,"VERTEDERA",NULL
"579","AN441","1993-08-05","0.22","1.072","1.2","0.873","MOLINETE",NULL
"580","AN313","1993-08-23","0.41","0.629","1.16","0.53","MOLINETE",NULL
"581","AN314","1993-08-23","0.54","1.618","0.42","3.775","MOLINETE",NULL
"582","AN322","1993-08-23","0.42","0.438","0.23","1.873","MOLINETE",NULL
"583","AN331","1993-08-23","0.08","0.025",NULL,NULL,"VERTEDERA",NULL
"584","AN540","1993-08-28","0.06","0.014",NULL,NULL,"VERTEDERA",NULL
"585","AN543","1993-08-28","0.025","0.015",NULL,NULL,"VERTEDERA",NULL
"586","AN441","1993-09-29","0.64","6.976","0.92","7.801","MOLINETE",NULL
"587","AN313","1993-10-01","0.55","1.579","0.87","1.913","MOLINETE",NULL
"588","AN314","1993-10-01","0.58","2.321","1.06","2.661","MOLINETE",NULL
"589","AN322","1993-10-01","0.48","1.498","0.64","2.239","MOLINETE",NULL
"590","AN331","1993-10-01","0.09","0.029","0.19","0.149","MOLINETE",NULL
"591","AN441","1993-10-01","0.51","5.245","0.82","6.184","MOLINETE",NULL
"592","AN540","1993-10-01","0.055","0.009",NULL,NULL,"VERTEDERA",NULL
"593","AN543","1993-10-01","0.28","0.005",NULL,NULL,"VERTEDERA",NULL
"594","AN422","1993-10-04","0.47","0.636","0.76","0.86","MOLINETE",NULL
"595","AN439","1993-10-04","0.56","6.896","0.82","8.439","MOLINETE",NULL
"596","AN520","1993-10-04","0.68","3.796","1.24","3.083","MOLINETE",NULL
"597","AN530","1993-10-04","0.4","1.635","1","1.646","MOLINETE",NULL
"598","AN532","1993-10-04","0.63","2.23","1.27","1.853","MOLINETE",NULL
"599","AN533","1993-10-04","0.49","5.488","0.48","10.447","MOLINETE",NULL
"600","AN941","1993-10-04","0.69","25.731","0.96","24.551","TORNO",NULL
"601","AN4311","1993-10-06","0.18","2.889","0.94","3.088","MOLINETE",NULL
"602","AN434","1993-10-06","0.85","1.796","1.18","1.42","MOLINETE",NULL
"603","AN433","1993-10-06","0.55","10.38","0.47","20.825","TORNO",NULL
"604","AN313","1993-12-16","0.65","2.371","0.4","5.82","MOLINETE",NULL
"605","AN314","1993-12-16","0.6","3.479","1.06","3.479","MOLINETE",NULL
"606","AN322","1993-12-16","0.5","1.89","0.48","3.757","MOLINETE",NULL
"607","AN331","1993-12-16","0.11","0.06","0.51","0.115","MOLINETE",NULL
"608","AN543","1993-12-16","0.32","0.06","0.2","0.341","MOLINETE",NULL
"609","23087006","1993-12-16","0.18","0.126","0.76","0.166","MOLINETE",NULL
"610","23092008","1993-12-16","0","0.032","0.493","0.082","MOLINETE",NULL
"611","AN520","1993-12-27","0.8","11.607","1.75","6.625","MOLINETE",NULL
"612","AN530","1993-12-27","0.7","9.462","2.15","4.431","MOLINETE",NULL
"613","AN540","1993-12-27","0.7","7.784","0.6","13.244","MOLINETE",NULL
"614","AN313","1993-12-28","1.425","41.131","2.64","15.574","MOLINETE",NULL
"615","AN314","1993-12-28","1.525","35.167","1.93","18.049","MOLINETE",NULL
