"id","est","fecha","altura","caudal","velocidad","superficie","metodo_aforo","observaciones"
"4124","25066021","2018-09-18",NULL,"0.003",NULL,NULL,"MF_PRO",NULL
"4125","25066036","2018-09-18",NULL,"0.015",NULL,NULL,"MF_PRO",NULL
"4126","25067016","2018-09-18",NULL,"0.006",NULL,NULL,"MF_PRO",NULL
"4127","25068010","2018-09-18",NULL,"0.021",NULL,NULL,"MF_PRO",NULL
"4128","E001","2018-09-18",NULL,"0.005",NULL,NULL,"MF_PRO",NULL
"4129","E003","2018-09-18",NULL,"0.019",NULL,NULL,"MF_PRO",NULL
"4130","E004","2018-09-18",NULL,"0.001",NULL,NULL,"MF_PRO",NULL
"4131","A068","2018-09-25","0.03","0.796","0.29679343","2.682","MF_PRO",NULL
"4132","AN433","2018-09-25","0.12","0.399",NULL,NULL,"MF_PRO",NULL
"4133","AN435","2018-09-25","0.43","0.355","0.46833774","0.758","MF_PRO",NULL
"4134","AN439","2018-09-25","0.11","0.38",NULL,NULL,"MF_PRO",NULL
"4135","AN540","2018-10-02","0.08","0.021","0.525","0.04","MF_PRO",NULL
"4136","25128005","2018-11-11",NULL,"0.025",NULL,"0.038",NULL,NULL
"4137","25128020","2018-11-11",NULL,"0.025",NULL,"0.038",NULL,NULL
"4138","26131008","2018-11-11",NULL,"0.038",NULL,"0.107",NULL,NULL
"4139","900001","2018-11-16",NULL,"0.0176",NULL,"0.07","MF_PRO",NULL
"4140","9000001","2018-11-16",NULL,"0.0935",NULL,"0.59","MF_PRO",NULL
"4141","9000002","2018-11-16",NULL,"0.1839",NULL,"0.85","MF_PRO",NULL
"4142","23087006","2018-11-16","0.19","0.0814",NULL,"0.1","MF_PRO",NULL
"4143","23094002","2018-11-16","0.75","0.0326",NULL,"0.18","MF_PRO",NULL
"4144","AN433","2018-11-27","0.8","32.09","0.706","26.44","ULTRASONICO","3.4"
"4145","AN439","2018-11-27","0.98","30.67","1.454","20.602","ULTRASONICO","6.4"
"4146","AN442","2018-11-27","0.8","12.684","0.196","58.365","ULTRASONICO","1.65"
"4147","AN442","2018-11-27","0.79","11.945","0.185","59.116","ULTRASONICO","2.58"
"4148","900001","2018-12-14",NULL,"0.0362",NULL,NULL,"MF_PRO",NULL
"4149","23087006","2018-12-14","0.24","0.1701",NULL,"0.19","MF_PRO",NULL
"4150","23094002","2018-12-14","0.75","0.0329",NULL,"0.21","MF_PRO",NULL
"4151","25128005","2019-01-09",NULL,"0.0276",NULL,"0.05","MF_PRO",NULL
"4152","25128020","2019-01-09",NULL,"0.0263",NULL,"0.05","MF_PRO",NULL
"4153","26131008","2019-01-09",NULL,"0.018",NULL,"0.05","MF_PRO",NULL
"4154","900001","2019-01-15",NULL,"0.0157",NULL,"0.13","MF_PRO",NULL
"4155","9000001","2019-01-15","0.39","0.2443",NULL,"0.99","MF_PRO",NULL
"4156","9000002","2019-01-15","0.35","0.3274",NULL,"0.53","MF_PRO",NULL
"4157","23087006","2019-01-15","0.21","0.208",NULL,"0.252","MF_PRO",NULL
"4158","23094002","2019-01-15","0.75","0.0388",NULL,"0.19","MF_PRO",NULL
"4159","AN314","2019-01-24","2.95","76.49","2.38","30.18","ULTRASONICO",NULL
"4160","AN314","2019-01-24","2.98","81.31","2.42","33.78","ULTRASONICO",NULL
"4161","AN439","2019-01-24","2.8","144.85","2.371","63.56","ULTRASONICO",NULL
"4162","AN439","2019-01-24","2.25","105.3","2.02","51.73","ULTRASONICO",NULL
"4163","AN313","2019-01-24","2.55","70.12","2.05","32.64","ULTRASONICO",NULL
"4164","AN442","2019-01-24","1.77","130.14","1.406","87.123","ULTRASONICO",NULL
"4165","AN942","2019-01-28","1.45","48.591","2.009","9.717","ULTRASONICO",NULL
"4166","AN941","2019-01-28","1.25","70.97","1.792","38.008","ULTRASONICO",NULL
"4167","AN314","2019-01-29","1.51","36.38","2.014","14.48","ULTRASONICO",NULL
"4168","AN314","2019-01-29","1.69","40.83","1.901","16.892","ULTRASONICO",NULL
"4169","AN311","2019-01-29","1.36","27.25","1.061","25.19","ULTRASONICO",NULL
"4170","AN439","2019-01-29","1.62","68.42","1.984","36.69","ULTRASONICO",NULL
"4171","AN313","2019-01-29","1.28","33.84","2.59","12.69","ULTRASONICO",NULL
"4172","AN313","2019-01-29","1.33","37.509","2.59","14","ULTRASONICO",NULL
"4173","AN4311","2019-01-30","0.68","23.67","1.019","19.82","ULTRASONICO",NULL
"4174","AN439","2019-01-30","1.6","72.07","2.13","36.15","ULTRASONICO",NULL
"4175","AN439","2019-01-30","1.5","63.7","1.997","33.29","ULTRASONICO",NULL
"4176","AN951","2019-01-30","1.02","25.48","0.98","28.16",NULL,NULL
"4177","AN314","2019-01-31","1.88","45",NULL,NULL,"ULTRASONICO",NULL
"4178","AN314","2019-01-31","2.23","60",NULL,NULL,"ULTRASONICO",NULL
"4179","AN314","2019-01-31","2.36","68",NULL,NULL,"ULTRASONICO",NULL
"4180","AN311","2019-01-31","1.74","52",NULL,NULL,"ULTRASONICO",NULL
"4181","AN313","2019-01-31","2.04","61",NULL,NULL,"ULTRASONICO",NULL
"4182","25081038","2019-02-05",NULL,"0.4841",NULL,NULL,"MF_PRO",NULL
"4183","25128005","2019-02-06",NULL,"0.0269",NULL,"0.05","MF_PRO",NULL
"4184","25128020","2019-02-06",NULL,"0.0306",NULL,"0.05","MF_PRO",NULL
"4185","26131008","2019-02-06",NULL,"0.0091",NULL,NULL,"MF_PRO",NULL
"4186","AN951","2019-02-19","0.55","2.609",NULL,NULL,NULL,NULL
"4187","900001","2019-02-19",NULL,"0.0433",NULL,"0.11","MF_PRO",NULL
"4188","9000002","2019-02-19",NULL,"0.1807",NULL,"0.37","MF_PRO",NULL
"4189","23087006","2019-02-19","0.74","0.5046",NULL,"0.45","MF_PRO",NULL
"4190","23087006","2019-02-19","0.42","0.0146",NULL,"0.33","MF_PRO",NULL
"4191","23094002","2019-02-19","0.79","0.0931",NULL,"0.24","MF_PRO",NULL
"4192","25081038","2019-02-19","0.24","0.2689",NULL,"0.25","MF_PRO",NULL
"4193","900001","2019-03-05",NULL,"0.052",NULL,"0.147","MF_PRO",NULL
"4194","9000002","2019-03-05",NULL,"0.157",NULL,"0.337","MF_PRO",NULL
"4195","23087006","2019-03-05","0.37","0.237",NULL,"0.217","MF_PRO",NULL
"4196","23094002","2019-03-05","0.8","0.091",NULL,"0.239","MF_PRO",NULL
"4197","25128005","2019-03-06",NULL,"0.028",NULL,NULL,"MF_PRO",NULL
"4198","25128020","2019-03-06",NULL,"0.034",NULL,NULL,"MF_PRO",NULL
"4199","26131008","2019-03-06",NULL,"0.012",NULL,NULL,"MF_PRO",NULL
"4200","25081038","2019-03-11","0.2","0.244",NULL,"0.283","MF_PRO",NULL
"4201","23087006","2019-04-01","0.28","0.174",NULL,"0.158","MF_PRO",NULL
"4202","23092008","2019-04-01",NULL,"0.038",NULL,"0.082","MF_PRO",NULL
"4203","23094002","2019-04-01",NULL,"0.027",NULL,"0.073","MF_PRO",NULL
"4204","24081009","2019-04-01",NULL,"0.27",NULL,"0.506","MF_PRO",NULL
"4205","24083003","2019-04-01",NULL,"0.023",NULL,"0.187","MF_PRO",NULL
"4206","24086011","2019-04-01",NULL,"0.008",NULL,NULL,"Volumétrico",NULL
"4207","25122006","2019-04-03",NULL,"4e-05",NULL,NULL,"Volumétrico",NULL
"4208","26132213","2019-04-03",NULL,"0.0005",NULL,NULL,"Volumétrico",NULL
"4209","231030012","2019-04-03",NULL,"0.001",NULL,NULL,"Volumétrico",NULL
"4210","241020028","2019-04-03",NULL,"0.000188",NULL,NULL,"Volumétrico",NULL
"4211","241280001","2019-04-03",NULL,"0.011",NULL,"0.084","MF_PRO",NULL
"4212","26074006","2019-04-04",NULL,"0.075",NULL,"0.195","MF_PRO",NULL
"4213","26078002","2019-04-04",NULL,"0.097",NULL,"0.364","MF_PRO",NULL
"4214","26078008","2019-04-04",NULL,"0.039",NULL,"0.231","MF_PRO",NULL
"4215","27075012","2019-04-04",NULL,"0.018",NULL,NULL,"MF_PRO",NULL
"4216","27086007","2019-04-04",NULL,"0.016",NULL,"0.012","MF_PRO",NULL
"4217","26085004","2019-04-08",NULL,"0.193",NULL,NULL,"MF_PRO",NULL
"4218","26085005","2019-04-08",NULL,"0.0008",NULL,NULL,"Volumétrico",NULL
"4219","26097032","2019-04-08",NULL,"0.006",NULL,"0.017","MF_PRO",NULL
"4220","27074002","2019-04-08",NULL,"0.016",NULL,"0.069","MF_PRO",NULL
"4221","27083009","2019-04-08",NULL,"0.002",NULL,"0.007","MF_PRO",NULL
"4222","24064065","2019-04-09",NULL,"0.0087",NULL,"0.08","MF_PRO",NULL
"4223","24067036","2019-04-09",NULL,"0.033",NULL,"0.135","MF_PRO",NULL
"4224","24067037","2019-04-09",NULL,"0.003",NULL,NULL,"Volumétrico",NULL
"4225","24068038","2019-04-09",NULL,"0.029",NULL,"0.116","MF_PRO",NULL
"4226","24074005","2019-04-09",NULL,"0.084",NULL,"0.918","MF_PRO",NULL
"4227","24074015","2019-04-09",NULL,"0.026",NULL,"0.115","MF_PRO",NULL
"4228","25071025","2019-04-09",NULL,"0.014",NULL,"0.117","MF_PRO",NULL
"4229","E005","2019-04-09",NULL,"0.066",NULL,"0.4","MF_PRO",NULL
"4230","900001","2019-04-17",NULL,"0.036",NULL,"0.107","MF_PRO",NULL
"4231","9000001","2019-04-17",NULL,"0.037",NULL,"0.787","MF_PRO",NULL
"4232","9000002","2019-04-17",NULL,"0.166",NULL,"0.306","MF_PRO",NULL
"4233","23087006","2019-04-17","0.24","0.157",NULL,"0.145","MF_PRO",NULL
"4234","23094002","2019-04-17",NULL,"0.075",NULL,"0.254","MF_PRO",NULL
"4235","25081038","2019-04-17","0.48","0.1621",NULL,"0.3","MF_PRO",NULL
"4236","25081038","2019-05-03","0.18","0.1792",NULL,"0.3","MF_PRO",NULL
"4237","25065028","2019-05-06",NULL,"0.0046",NULL,"0.02","MF_PRO",NULL
"4238","25066021","2019-05-06",NULL,"0.028",NULL,"0.16","MF_PRO",NULL
"4239","25066036","2019-05-06",NULL,"0.025",NULL,NULL,"MF_PRO",NULL
"4240","25067016","2019-05-06",NULL,"0.0252",NULL,NULL,"MF_PRO",NULL
"4241","25068010","2019-05-06",NULL,"0.0163",NULL,"0.04","MF_PRO",NULL
"4242","25073014","2019-05-06",NULL,"0.007",NULL,NULL,"MF_PRO",NULL
"4243","E001","2019-05-06",NULL,"0.0021",NULL,"2","MF_PRO",NULL
"4244","E002","2019-05-06",NULL,"0.0191",NULL,"0.06","MF_PRO",NULL
"4245","E003","2019-05-06",NULL,"0.0029",NULL,"0.01","MF_PRO",NULL
"4246","E004","2019-05-06",NULL,"0.012",NULL,NULL,"MF_PRO",NULL
"4247","25056029","2019-05-07",NULL,"0.003",NULL,NULL,"MF_PRO",NULL
"4248","25067996","2019-05-07",NULL,"0.3198",NULL,"0.61","MF_PRO",NULL
"4249","25067999","2019-05-07",NULL,"0.1604",NULL,"0.33","MF_PRO",NULL
"4250","25068001","2019-05-07",NULL,"0.0946",NULL,"0.11","MF_PRO",NULL
"4251","25068005","2019-05-07",NULL,"0.0098",NULL,"0.03","MF_PRO",NULL
"4252","26061012","2019-05-07",NULL,"0",NULL,NULL,"MF_PRO",NULL
"4253","23074005","2019-05-09",NULL,"0.01246",NULL,"0.02","MF_PRO",NULL
"4254","24073004","2019-05-09",NULL,"0.0087",NULL,NULL,"MF_PRO",NULL
"4255","24074012","2019-05-09",NULL,"0.1185",NULL,"0.28","MF_PRO",NULL
"4256","24076013","2019-05-09",NULL,"0.015",NULL,NULL,"MF_PRO",NULL
"4257","25081038","2019-05-09",NULL,"0.1679",NULL,"0.23","MF_PRO",NULL
"4258","25081039","2019-05-09",NULL,"0.28",NULL,NULL,"MF_PRO",NULL
"4259","25081051","2019-05-09",NULL,"0.013",NULL,NULL,"MF_PRO",NULL
"4260","AN441","2019-05-13","0.42","2.758",NULL,NULL,"MF_PRO",NULL
"4261","AN442","2019-05-14","2.013",NULL,"0.45833334",NULL,"MF_PRO",NULL
"4262","25128005","2019-05-15",NULL,"0.0007",NULL,NULL,"MF_PRO",NULL
"4263","25128020","2019-05-15",NULL,"0.0358",NULL,NULL,"MF_PRO",NULL
"4264","26131008","2019-05-15",NULL,"0.0262",NULL,NULL,"MF_PRO",NULL
"4265","900001","2019-05-17",NULL,"0.0128",NULL,"0.06","MF_PRO",NULL
"4266","9000001","2019-05-17",NULL,"0.078",NULL,"0.46","MF_PRO",NULL
"4267","9000002","2019-05-17",NULL,"0.1754",NULL,"0.35","MF_PRO",NULL
"4268","23087006","2019-05-17","0.3","0.097",NULL,"0.131","MF_PRO",NULL
"4269","23094002","2019-05-17",NULL,"0.0718",NULL,"0.34","MF_PRO",NULL
"4270","25081038","2019-05-24","0.19","0.149",NULL,"0.245","MF_PRO",NULL
"4271","25081038","2019-06-03",NULL,"0.203",NULL,"0.284","MF_PRO",NULL
"4272","25128005","2019-06-12",NULL,"0.005",NULL,NULL,"MF_PRO",NULL
"4273","25128020","2019-06-12",NULL,"0.035",NULL,NULL,"MF_PRO",NULL
"4274","26131008","2019-06-12",NULL,"0.041",NULL,NULL,"MF_PRO",NULL
"4275","25081038","2019-07-16","0.21","0.1837",NULL,"0.27","MF_PRO",NULL
"4276","25128005","2019-07-17",NULL,"0.0356",NULL,NULL,"MF_PRO",NULL
"4277","25128020","2019-07-17",NULL,"0.0314",NULL,NULL,"MF_PRO",NULL
"4278","26131008","2019-07-17",NULL,"0.1051",NULL,NULL,"MF_PRO",NULL
"4279","900001","2019-07-26",NULL,"0.0144",NULL,NULL,"MF_PRO",NULL
"4280","23087006","2019-07-26","0.16","0.0773",NULL,NULL,"MF_PRO",NULL
"4281","23094002","2019-07-26","0.76","0.0247",NULL,NULL,"MF_PRO",NULL
"4282","25081038","2019-07-29","0.19","0.1458",NULL,"0.24","MF_PRO",NULL
"4283","25128005","2019-08-21",NULL,"0.0016",NULL,NULL,"MF_PRO",NULL
"4284","25128020","2019-08-21",NULL,"0.0559",NULL,NULL,"MF_PRO",NULL
"4285","26131008","2019-08-21",NULL,"0.0509",NULL,NULL,"MF_PRO",NULL
"4286","900001","2019-08-22",NULL,"0.014",NULL,"0.079","MF_PRO",NULL
"4287","23094002","2019-08-22",NULL,"0.018",NULL,"0.152","MF_PRO",NULL
"4288","25081038","2019-08-23","0.2","0.111",NULL,"0.196","MF_PRO",NULL
"4289","AN951","2019-09-13","0.42","0.361",NULL,NULL,NULL,NULL
"4290","23087006","2019-09-16",NULL,"0.049",NULL,NULL,"MF_PRO",NULL
"4291","23092008","2019-09-16",NULL,"0.049",NULL,"0.069","MF_PRO",NULL
"4292","24081009","2019-09-16",NULL,"0.01",NULL,NULL,"MF_PRO",NULL
"4293","25065028","2019-09-17",NULL,"0.003",NULL,NULL,"MF_PRO",NULL
"4294","25066021","2019-09-17",NULL,"0.0038",NULL,NULL,"MF_PRO",NULL
"4295","25066036","2019-09-17",NULL,"0.015",NULL,NULL,"MF_PRO",NULL
"4296","25067016","2019-09-17",NULL,"0.0051",NULL,NULL,"MF_PRO",NULL
"4297","25068010","2019-09-17",NULL,"0.0068",NULL,NULL,"MF_PRO",NULL
"4298","E001","2019-09-17",NULL,"0.0061",NULL,NULL,"MF_PRO",NULL
"4299","E002","2019-09-17",NULL,"0.0257",NULL,NULL,"MF_PRO",NULL
"4300","E004","2019-09-17",NULL,"0.008",NULL,NULL,"MF_PRO",NULL
"4301","25122006","2019-09-18",NULL,"3.3e-05",NULL,NULL,"Volumétrico",NULL
"4302","25128005","2019-09-18",NULL,"0.035",NULL,NULL,"MF_PRO",NULL
"4303","231030012","2019-09-18",NULL,"0.001",NULL,NULL,"Volumétrico",NULL
"4304","241020028","2019-09-18",NULL,"0.0013",NULL,NULL,"Volumétrico",NULL
"4305","241280001","2019-09-18",NULL,"0.0143",NULL,NULL,"MF_PRO",NULL
"4306","24064065","2019-09-19",NULL,"0.0349",NULL,NULL,"MF_PRO",NULL
"4307","24067036","2019-09-19",NULL,"0.0204",NULL,NULL,"MF_PRO",NULL
"4308","24067037","2019-09-19",NULL,"0",NULL,NULL,"Volumétrico",NULL
"4309","24068038","2019-09-19",NULL,"0.0029",NULL,NULL,"Volumétrico",NULL
"4310","24074005","2019-09-19",NULL,"0.02",NULL,NULL,"MF_PRO",NULL
"4311","25071025","2019-09-19",NULL,"0.001",NULL,NULL,"Volumétrico",NULL
"4312","E005","2019-09-19",NULL,"0.0135",NULL,NULL,"MF_PRO",NULL
"4313","9000001","2019-09-20",NULL,"0.126",NULL,"0.605","MF_PRO",NULL
"4314","9000002","2019-09-20",NULL,"0.185",NULL,"0.328","MF_PRO",NULL
"4315","23087006","2019-09-20",NULL,"0.049",NULL,"0.08","MF_PRO",NULL
"4316","23094002","2019-09-20",NULL,"0.021",NULL,"0.116","MF_PRO",NULL
"4317","26078002","2019-09-23",NULL,"0.015",NULL,"0.064","MF_PRO",NULL
"4318","26078008","2019-09-23",NULL,"0.004",NULL,"0.661","MF_PRO",NULL
"4319","27075012","2019-09-23",NULL,"0.004",NULL,"0.02","MF_PRO",NULL
"4320","27086007","2019-09-23",NULL,"0.001",NULL,NULL,"Volumétrico",NULL
"4321","23074005","2019-09-24",NULL,"0.003",NULL,NULL,"Volumétrico",NULL
"4322","24073004","2019-09-24",NULL,"0.00367",NULL,NULL,"Volumétrico",NULL
"4323","24074012","2019-09-24",NULL,"0.0118",NULL,NULL,"MF_PRO",NULL
"4324","24078025","2019-09-24",NULL,"0.4",NULL,NULL,"MF_PRO",NULL
"4325","25081038","2019-09-24","0.17","0.0947",NULL,NULL,"MF_PRO",NULL
"4326","25081039","2019-09-24",NULL,"0.052",NULL,NULL,"MF_PRO",NULL
"4327","25081051","2019-09-24",NULL,"0.00275",NULL,NULL,"Volumétrico",NULL
"4328","25056029","2019-09-26",NULL,"0.032",NULL,NULL,"MF_PRO",NULL
"4329","25062064","2019-09-26",NULL,"0.078",NULL,NULL,"MF_PRO",NULL
"4330","25063012","2019-09-26",NULL,"0",NULL,NULL,"Volumétrico",NULL
"4331","25066009","2019-09-26",NULL,"0.037",NULL,NULL,"MF_PRO",NULL
"4332","25067996","2019-09-26",NULL,"0.1325",NULL,NULL,"MF_PRO",NULL
"4333","25067999","2019-09-26",NULL,"0.041",NULL,NULL,"MF_PRO",NULL
"4334","25068001","2019-09-26",NULL,"0.062",NULL,NULL,"MF_PRO",NULL
"4335","25068005","2019-09-26",NULL,"0.0033",NULL,NULL,"MF_PRO",NULL
"4336","26061012","2019-09-26",NULL,"8e-06",NULL,NULL,"Volumétrico",NULL
"4337","250630001","2019-09-26",NULL,"0.001",NULL,NULL,"Volumétrico",NULL
"4338","26085004","2019-09-30",NULL,"0.006",NULL,NULL,"Volumétrico",NULL
"4339","26085005","2019-09-30",NULL,"0.003",NULL,NULL,"Volumétrico",NULL
"4340","26097032","2019-09-30",NULL,"0.009",NULL,NULL,"MF_PRO",NULL
"4341","27074002","2019-09-30",NULL,"0.002",NULL,NULL,"Volumétrico",NULL
"4342","27083009","2019-09-30",NULL,"0.0005",NULL,NULL,"Volumétrico",NULL
"4343","AN433","2019-10-03","0.11","0.395",NULL,NULL,"MF_PRO",NULL
"4344","AN439","2019-10-03","0.13","0.508",NULL,NULL,"MF_PRO",NULL
"4345","AN435","2019-10-03","0.46","0.36",NULL,NULL,NULL,NULL
"4346","9000001","2019-10-06",NULL,"0.085",NULL,"0.506","MF_PRO",NULL
"4347","9000002","2019-10-06",NULL,"0.131",NULL,"0.408","MF_PRO",NULL
"4348","AN435","2019-10-10","0.45","0.3005",NULL,NULL,NULL,NULL
"4349","AN435","2019-10-16","0.47","0.313",NULL,NULL,NULL,NULL
"4350","900001","2019-10-18",NULL,"0.0193",NULL,NULL,"MF_PRO",NULL
"4351","9000001","2019-10-18",NULL,"0.1527",NULL,NULL,"MF_PRO",NULL
"4352","9000002","2019-10-18",NULL,"0.267",NULL,NULL,"MF_PRO",NULL
"4353","23094002","2019-10-18",NULL,"0.014",NULL,NULL,"MF_PRO",NULL
"4354","AN434","2019-10-22","0.7","0.99",NULL,NULL,"MF_PRO",NULL
"4355","AN435","2019-10-24","0.76","2.28",NULL,NULL,NULL,NULL
"4356","AN531","2019-10-25","0.8","0.2438",NULL,NULL,"MF_PRO",NULL
"4357","AN532","2019-10-25","0.24","0.0656",NULL,NULL,"MF_PRO",NULL
"4358","AN533","2019-10-25","0.15","0.2452",NULL,NULL,NULL,NULL
"4359","AN435","2019-10-29","0.51","0.717",NULL,NULL,NULL,NULL
"4360","AN520","2019-10-31","0.12","0.02743",NULL,NULL,"MF_PRO",NULL
"4361","AN530","2019-10-31","0.06","0.00982",NULL,NULL,"MF_PRO",NULL
"4362","AN531","2019-10-31","0.73","0.06482",NULL,NULL,"MF_PRO",NULL
"4363","AN532","2019-10-31","0.21","0.04612",NULL,NULL,"MF_PRO",NULL
"4364","AN439","2019-11-07","0.78","21.97","1.48",NULL,"ULTRASONICO",NULL
"4365","AN441","2019-11-11","1.18","67.81","0.9",NULL,"ADCP","3 transectos 6.2% error"
"4366","AN435","2019-11-11","1.72","22.99","1.06",NULL,NULL,NULL
"4367","25128005","2019-11-13",NULL,"0.04235",NULL,"0.07","MF_PRO",NULL
"4368","25128020","2019-11-13",NULL,"0.0385",NULL,"0.1","MF_PRO",NULL
"4369","26131008","2019-11-13",NULL,"0.0289",NULL,"0.07","MF_PRO",NULL
"4370","AN943","2019-11-21","0.52","1.22",NULL,NULL,"MF_PRO",NULL
"4371","AN944","2019-11-21","0.23","1.454",NULL,NULL,NULL,NULL
"4372","23087006","2019-11-22","0.4","0.3366",NULL,"0.22","MF_PRO",NULL
"4373","23094002","2019-11-22","0.75","0.02542",NULL,"0.15","MF_PRO",NULL
"4374","9000001","2019-11-22","0.28","0.02655",NULL,"0.54","MF_PRO",NULL
"4375","9000002","2019-11-22","0.3","0.1344",NULL,"0.25","MF_PRO",NULL
"4376","900001","2019-11-22",NULL,"0.0121",NULL,"0.04","MF_PRO",NULL
"4377","AN200","2019-11-25","0.78","0.1818",NULL,NULL,"MF_PRO",NULL
"4378","AN201","2019-11-25","0.75","0.1565",NULL,NULL,"MF_PRO",NULL
"4379","AN4311","2019-11-25","0.42","9.16","0.69",NULL,"ULTRASONICO","9 Transectos 11% error"
"4380","AN433","2019-11-25","1.16","41.34","1.15",NULL,"ULTRASONICO","4 transectos 2.8% error"
"4381","25128005","2019-12-11",NULL,"0.02",NULL,"0.03","MF_PRO",NULL
"4382","25128020","2019-12-11",NULL,"0.03",NULL,"0.06","MF_PRO",NULL
"4383","26131008","2019-12-11",NULL,"0.03",NULL,"0.06","MF_PRO",NULL
"4384","AN439","2019-12-13","3.29","190.79","2.57","78.1","ULTRASONICO",NULL
"4385","AN442","2019-12-13","3.75","409.57","2.65","155.16","ULTRASONICO",NULL
"4386","AN442","2019-12-13","3.54","385.35","2.53","148.59","ULTRASONICO",NULL
"4387","AN442","2019-12-13","3.47","370.11","2.52","143.38","ULTRASONICO",NULL
"4388","AN442","2019-12-13","3.37","361.92","2.43","143.7","ULTRASONICO",NULL
"4389","AN442","2019-12-13","4.06","449.77","2.67","164.65","ULTRASONICO",NULL
"4390","23087006","2019-12-16","0.5","0.49",NULL,"0.29","MF_PRO",NULL
"4391","23094002","2019-12-16","0.77","0.07",NULL,"0.21","MF_PRO",NULL
"4392","9000001","2019-12-16","0.35","0.06",NULL,"0.76","MF_PRO",NULL
"4393","9000002","2019-12-16","0.54","0.23",NULL,"0.95","MF_PRO",NULL
"4394","900001","2019-12-16",NULL,"0.02",NULL,"0.17","MF_PRO",NULL
"4395","25081038","2020-01-13","0.26","0.26",NULL,"0.29","MF_PRO",NULL
"4396","23087006","2020-01-14","0.45","0.31",NULL,"0.2","MF_PRO",NULL
"4397","23094002","2020-01-14","0.79","0.09",NULL,"0.25","MF_PRO",NULL
"4398","9000001","2020-01-14","0.32","0.06",NULL,"0.56","MF_PRO",NULL
"4399","9000002","2020-01-14",NULL,"0.28",NULL,"0.48","MF_PRO",NULL
"4400","900001","2020-01-14",NULL,"0.03",NULL,"0.13","MF_PRO",NULL
"4401","25128005","2020-01-22",NULL,"0.02991",NULL,"0.11","MF_PRO",NULL
"4402","25128020","2020-01-22",NULL,"0.02346",NULL,"0.04","MF_PRO",NULL
"4403","26131008","2020-01-22",NULL,"0.01092",NULL,"0.03","MF_PRO",NULL
"4404","AN532","2020-01-24","0.35","0.3039",NULL,NULL,"MF_PRO",NULL
"4405","25081038","2020-01-27","0.2","0.2395",NULL,"0.33","MF_PRO",NULL
"4406","AN201","2020-02-03","0.75","0.127",NULL,NULL,"MF_PRO",NULL
"4407","AN4431","2020-02-17","0.46","0.3086",NULL,NULL,"MF_PRO",NULL
"4408","AN435","2020-02-17","0.64","1.25",NULL,NULL,NULL,NULL
"4409","AN435","2020-02-17","0.64","1.41",NULL,NULL,NULL,NULL
"4410","25128005","2020-02-19",NULL,"0.03",NULL,"0.12","MF_PRO",NULL
"4411","25128020","2020-02-19",NULL,"0.024",NULL,"0.04","MF_PRO",NULL
"4412","26131008","2020-02-19",NULL,"0.011",NULL,"0.03","MF_PRO",NULL
"4413","23087006","2020-02-20","0.33","0.2059",NULL,"0.17","MF_PRO",NULL
"4414","23094002","2020-02-20","0.79","0.04756",NULL,"0.2","MF_PRO",NULL
"4415","9000001","2020-02-20","0.33","0.04304",NULL,"0.65","MF_PRO",NULL
"4416","9000002","2020-02-20","0.31","0.1852",NULL,"0.38","MF_PRO",NULL
"4417","900001","2020-02-20",NULL,"0.02054",NULL,"0.07","MF_PRO",NULL
"4418","AN520","2020-02-21","0.2","0.169",NULL,NULL,"MF_PRO",NULL
"4419","AN530","2020-02-21","0.22","0.3122",NULL,NULL,"MF_PRO",NULL
"4420","AN532","2020-02-21","0.27","0.115",NULL,NULL,"MF_PRO",NULL
"4421","AN433","2020-02-24","0.25","2.263",NULL,NULL,"MF_PRO",NULL
"4422","AN435","2020-02-24","0.61","1.39",NULL,NULL,NULL,NULL
"4423","AN435","2020-02-24","0.61","1.356",NULL,NULL,NULL,NULL
"4424","AN435","2020-02-26","0.63","1.508",NULL,NULL,NULL,NULL
"4425","AN520","2020-02-28","0.14","0.054",NULL,NULL,"MF_PRO",NULL
"4426","AN530","2020-02-28","0.22","0.3275",NULL,NULL,"MF_PRO",NULL
"4427","AN530","2020-02-28","0.22","0.38",NULL,NULL,"MF_PRO",NULL
"4428","AN530","2020-02-28","0.22","0.361",NULL,NULL,"MF_PRO",NULL
"4429","AN441","2020-03-09","1.01","43.85","0.68",NULL,"ADCP","6 transectos 4.0% error"
"4430","AN433","2020-03-09","0.86","23.94","0.84",NULL,"ULTRASONICO","6 transectos 2.0% error"
"4431","AN439","2020-03-09","0.83","22.81","0.93",NULL,"ULTRASONICO",NULL
"4432","AN435","2020-03-09","1.2","11.82","0.58",NULL,NULL,NULL
"4433","AN944","2020-03-11","0.27","2.01",NULL,NULL,NULL,NULL
"4434","AN441","2020-03-12","0.84","29.6","0.51",NULL,"ADCP","4 transectos 6.0% error"
"4435","AN435","2020-03-12","0.99","6.41","0.36",NULL,NULL,NULL
"4436","23087006","2020-03-13",NULL,"0.3767",NULL,"0.21","MF_PRO",NULL
"4437","23094002","2020-03-13",NULL,"0.05542",NULL,"0.22","MF_PRO",NULL
"4438","9000001","2020-03-13",NULL,"0.1011",NULL,"0.67","MF_PRO",NULL
"4439","9000002","2020-03-13",NULL,"0.2211",NULL,"0.4","MF_PRO",NULL
"4440","900001","2020-03-13",NULL,"0.01756",NULL,"0.12","MF_PRO",NULL
"4441","AN441","2020-03-16","1.48","112.26","1.2",NULL,"ADCP","4 transectos 7.0% error"
